Timestamp,Temperature,Humidity
2064849,25.80,79.00
2074872,25.80,79.00
2084897,25.80,79.00
2094920,25.80,79.00
2104943,25.80,79.00
2114966,25.80,79.00
2124990,25.80,79.00
2135015,25.80,79.00
2145038,25.80,79.00
2155061,25.80,79.00
2165084,25.80,79.00
2175109,25.80,79.00
2185132,25.80,79.00
2195154,25.80,79.00
2205177,25.80,79.00
2215201,25.80,79.00
2225226,25.80,79.00
2235249,25.80,80.00
2245272,25.80,80.00
2255295,25.80,80.00
2265318,25.80,80.00
2275342,25.80,80.00
2285367,25.80,80.00
2295391,25.80,80.00
2305414,25.80,80.00
2315437,25.80,80.00
2325459,25.80,80.00
2335482,25.80,80.00
2345505,25.80,80.00
2355529,25.80,80.00
2365554,25.80,80.00
2375578,25.80,80.00
2385601,25.80,80.00
2395624,25.80,79.00
2405647,25.80,79.00
2415671,25.80,79.00
2425696,25.80,79.00
2435719,25.80,79.00
2445742,25.80,79.00
2455764,25.80,79.00
2465789,25.80,79.00
2475812,25.80,79.00
2485835,25.80,79.00
2495858,25.80,79.00
2505883,25.80,79.00
2515906,25.80,79.00
2525929,25.80,79.00
2535952,25.80,79.00
2545975,25.80,79.00
2556000,25.80,79.00
2566023,25.80,79.00
2576046,25.80,79.00
2586068,25.80,79.00
2596093,25.80,79.00
2606116,25.80,79.00
2616139,25.80,79.00
2626162,25.80,79.00
2636185,25.80,79.00
2646210,25.80,79.00
2656233,25.80,79.00
2666256,25.80,79.00
2676279,25.80,79.00
2686304,25.80,79.00
2696327,25.80,79.00
2706350,25.80,79.00
2716372,25.80,79.00
2726395,25.80,79.00
2736420,25.80,79.00
2746443,25.80,79.00
2756466,25.80,79.00
2766489,25.80,79.00
2776514,25.80,79.00
2786537,25.80,79.00
2796560,25.80,79.00
2806583,25.80,79.00
2816606,25.80,79.00
2826631,25.80,79.00
2836654,25.80,80.00
2846676,25.80,80.00
2856699,25.80,80.00
2866722,25.80,80.00
2876745,25.80,80.00
2886769,25.80,80.00
2896794,25.80,80.00
2906818,25.80,80.00
2916841,25.80,80.00
2926864,25.80,80.00
2936887,25.80,80.00
2946910,25.80,80.00
2956934,25.80,80.00
2966959,25.80,79.00
2976982,25.80,79.00
2987004,25.80,79.00
2997027,25.80,79.00
3007051,25.80,79.00
3017076,25.80,79.00
3027099,25.80,79.00
3037122,25.80,79.00
3047145,25.80,79.00
3057170,25.80,79.00
3067193,25.80,79.00
3077216,25.80,80.00
3087239,25.80,80.00
3097262,25.80,80.00
3107286,25.80,80.00
3117309,25.80,80.00
3127334,25.80,80.00
3137357,25.80,80.00
3147380,25.80,80.00
3157403,25.80,79.00
3167426,25.80,79.00
3177451,25.80,79.00
3187474,25.80,79.00
3197497,25.80,79.00
3207520,25.80,79.00
3217544,25.80,79.00
3227569,25.80,79.00
3237592,25.80,80.00
3247614,25.80,80.00
3257637,25.80,80.00
3267660,25.80,80.00
3277684,25.80,80.00
3287708,25.80,80.00
3297733,25.80,80.00
3307757,25.80,80.00
3317780,25.80,80.00
3327803,25.80,80.00
3337826,25.80,80.00
3347849,25.80,80.00
3357873,25.80,80.00
3367898,25.80,80.00
3377922,25.80,80.00
3387944,25.80,80.00
3397967,25.80,80.00
3407990,25.80,80.00
3418013,25.80,80.00
3428036,25.80,80.00
3438060,25.80,80.00
3448085,25.80,80.00
3458109,25.80,80.00
3468132,25.80,80.00
3478155,25.80,80.00
3488178,25.80,80.00
3498201,25.80,80.00
3508225,25.80,80.00
3518249,25.80,80.00
3528273,25.80,80.00
3538296,25.80,80.00
3548319,25.80,80.00
3558342,25.80,80.00
3568365,25.80,80.00
3578388,25.80,80.00
3588412,25.80,80.00
3598437,25.80,80.00
3608461,25.80,80.00
3618484,25.80,80.00
3628507,25.80,80.00
3638530,25.80,80.00
3648552,25.80,80.00
3658576,25.80,80.00
3668600,25.80,80.00
3678625,25.80,80.00
3688648,25.80,80.00
3698671,25.80,80.00
3708694,25.80,80.00
3718717,25.80,80.00
3728740,25.80,80.00
3738764,25.80,80.00
3748789,25.80,80.00
3758813,25.80,80.00
3768836,25.80,80.00
3778859,25.80,80.00
3788881,25.80,80.00
3798904,25.80,80.00
3808928,25.80,80.00
3818952,25.80,80.00
3828977,25.80,80.00
3839000,25.80,80.00
3849023,25.80,80.00
3859046,25.80,80.00
3869069,25.80,80.00
3879092,25.80,80.00
3889116,25.80,80.00
3899141,25.80,80.00
3909165,25.80,80.00
3919187,25.80,81.00
3929210,25.80,81.00
3939233,25.80,81.00
3949257,25.80,81.00
3959282,25.80,81.00
3969305,25.80,81.00
3979328,25.80,81.00
3989351,25.80,81.00
3999374,25.70,81.00
4009399,25.40,81.00
4019422,25.30,81.00
4029445,25.30,81.00
4039468,25.30,81.00
4049492,25.30,81.00
4059515,25.30,81.00
4069538,25.30,81.00
4079561,25.30,81.00
4089585,25.30,81.00
4099608,25.30,81.00
4109631,25.80,81.00
4119654,25.80,81.00
4129679,25.80,81.00
4139703,25.80,81.00
4149726,25.80,81.00
4159749,25.80,81.00
4169772,25.80,81.00
4179795,25.80,81.00
4189820,25.80,81.00
4199843,25.80,81.00
4209866,25.80,81.00
4219889,25.80,81.00
4229912,25.80,81.00
4239936,25.80,81.00
4249961,25.80,81.00
4259984,25.80,81.00
4270007,25.80,81.00
4280030,25.80,81.00
4290053,25.80,81.00
4300078,25.80,81.00
4310102,25.80,81.00
4320124,25.80,81.00
4330147,25.80,81.00
4340170,25.80,81.00
4350195,25.30,81.00
4360218,25.30,81.00
4370241,25.30,81.00
4380264,25.30,81.00
4390289,25.30,81.00
4400312,25.30,81.00
4410335,25.30,81.00
4420358,25.30,81.00
4430383,25.30,81.00
4440406,25.30,81.00
4450428,25.30,81.00
4460453,25.30,81.00
4470476,25.30,81.00
4480499,25.30,81.00
4490522,25.30,81.00
4500547,25.30,81.00
4510570,25.30,81.00
4520593,25.30,81.00
4530616,25.30,81.00
4540641,25.30,81.00
4550664,25.30,81.00
4560687,25.30,81.00
4570712,25.30,81.00
4580734,25.30,81.00
4590757,25.30,81.00
4600780,25.30,81.00
4610805,25.30,81.00
4620828,25.30,81.00
4630851,25.30,81.00
4640874,25.30,81.00
4650899,25.30,81.00
4660922,25.30,81.00
4670945,25.30,81.00
4680970,25.30,81.00
4690993,25.30,81.00
4701016,25.30,81.00
4711038,25.30,81.00
4721063,25.30,81.00
4731086,25.30,81.00
4741109,25.30,81.00
4751132,25.30,81.00
4761157,25.30,81.00
4771180,25.30,81.00
4781203,25.30,81.00
4791228,25.30,81.00
4801251,25.30,81.00
4811274,25.30,81.00
4821297,25.30,81.00
4831322,25.30,81.00
4841345,25.30,81.00
4851367,25.30,81.00
4861390,25.30,81.00
4871415,25.30,81.00
4881438,25.30,81.00
4891461,25.30,81.00
4901486,25.30,81.00
4911509,25.30,81.00
4921532,25.30,81.00
4931555,25.30,81.00
4941580,25.30,81.00
4951603,25.30,81.00
4961626,25.30,81.00
4971649,25.30,81.00
4981673,25.30,81.00
4991696,25.30,81.00
5001719,25.30,81.00
5011744,25.30,81.00
5021767,25.30,81.00
5031790,25.30,81.00
5041813,25.30,81.00
5051838,25.30,81.00
5061861,25.30,81.00
5071884,25.30,81.00
5081907,25.30,81.00
5091932,25.30,81.00
5101955,25.30,81.00
5111977,25.30,81.00
5122002,25.30,81.00
5132025,25.30,81.00
5142048,25.30,81.00
5152071,25.30,81.00
5162096,25.30,81.00
5172119,25.30,81.00
5182142,25.30,81.00
5192165,25.50,81.00
5202190,25.80,81.00
5212213,25.80,81.00
5222236,25.80,81.00
5232259,25.80,81.00
5242283,25.80,81.00
5252307,25.80,81.00
5262330,25.80,81.00
5272353,25.80,81.00
5282376,25.80,81.00
5292399,25.80,81.00
5302423,25.80,81.00
5312448,25.80,81.00
5322471,25.80,81.00
5332494,25.80,81.00
5342517,25.80,81.00
5352540,25.80,81.00
5362565,25.80,81.00
5372589,25.80,81.00
5382611,25.80,81.00
5392634,25.80,81.00
5402657,25.80,81.00
5412681,25.80,81.00
5422706,25.80,81.00
5432729,25.80,81.00
5442752,25.80,81.00
5452775,25.80,81.00
5462798,25.80,81.00
5472822,25.80,81.00
5482847,25.80,81.00
5492870,25.80,81.00
5502893,25.80,81.00
5512915,25.80,81.00
5522938,25.80,81.00
5532963,25.80,81.00
5542987,25.80,81.00
5553010,25.80,81.00
5563033,25.80,81.00
5573056,25.80,81.00
5583080,25.80,81.00
5593105,25.80,81.00
5603128,25.80,81.00
5613151,25.80,81.00
5623174,25.80,81.00
5633197,25.80,81.00
5643222,25.80,81.00
5653245,25.80,81.00
5663268,25.80,81.00
5673291,25.80,81.00
5683314,25.80,81.00
5693338,25.80,81.00
5703363,25.80,81.00
5713386,25.80,81.00
5723409,25.80,81.00
5733432,25.80,81.00
5743455,25.80,81.00
5753479,25.80,81.00
5763504,25.80,81.00
5773527,25.80,81.00
5783549,25.80,81.00
5793572,25.80,81.00
5803596,25.80,81.00
5813621,25.80,81.00
5823644,25.80,81.00
5833667,25.80,81.00
5843690,25.80,81.00
5853713,25.80,81.00
5863737,25.80,81.00
5873762,25.80,81.00
5883785,25.80,81.00
5893808,25.80,81.00
5903831,25.80,81.00
5913853,25.80,81.00
5923878,25.80,81.00
5933902,25.80,81.00
5943925,25.80,81.00
5953948,25.80,81.00
5963971,25.80,81.00
5973995,25.80,81.00
5984020,25.80,81.00
5994043,25.80,81.00
6004066,25.80,81.00
6014089,25.80,81.00
6024112,25.80,81.00
6034137,25.80,81.00
6044161,25.80,81.00
6054183,25.80,81.00
6064206,25.80,81.00
6074229,25.80,81.00
6084253,25.80,81.00
6094278,25.80,81.00
6104301,25.80,81.00
6114324,25.80,81.00
6124347,25.80,81.00
6134370,25.80,81.00
6144394,25.80,81.00
6154419,25.80,81.00
6164442,25.80,81.00
6174465,25.80,81.00
6184487,25.80,81.00
6194510,25.80,81.00
6204535,25.60,81.00
6214558,25.30,81.00
6224581,25.30,81.00
6234604,25.30,81.00
6244629,25.30,81.00
6254652,25.30,81.00
6264675,25.30,81.00
6274698,25.30,81.00
6284723,25.30,81.00
6294746,25.30,81.00
6304769,25.30,81.00
6314793,25.30,81.00
6324816,25.30,81.00
6334839,25.30,81.00
6344862,25.30,81.00
6354887,25.30,81.00
6364910,25.30,81.00
6374933,25.80,81.00
6384956,25.80,81.00
6394980,25.80,81.00
6405005,25.80,81.00
6415028,25.80,81.00
6425051,25.80,81.00
6435074,25.80,81.00
6445096,25.80,81.00
6455121,25.80,81.00
6465145,25.80,81.00
6475168,25.80,81.00
6485191,25.80,81.00
6495214,25.80,81.00
6505238,25.80,81.00
6515263,25.80,81.00
6525286,25.80,81.00
6535309,25.30,81.00
6545332,25.30,81.00
6555357,25.30,81.00
6565380,25.30,81.00
6575403,25.30,81.00
6585425,25.30,81.00
6595449,25.50,81.00
6605472,25.80,81.00
6615495,25.80,81.00
6625518,25.80,81.00
6635542,25.80,81.00
6645567,25.80,81.00
6655590,25.40,81.00
6665613,25.30,81.00
6675636,25.30,81.00
6685661,25.30,81.00
6695684,25.30,81.00
6705707,25.30,81.00
6715729,25.30,81.00
6725753,25.30,81.00
6735776,25.30,82.00
6745799,25.30,82.00
6755824,25.30,82.00
6765847,25.30,82.00
6775870,25.30,82.00
6785893,25.30,82.00
6795918,25.30,82.00
6805941,25.30,82.00
6815964,25.30,82.00
6825987,25.40,82.00
6836012,25.80,82.00
6846034,25.80,82.00
6856057,25.80,82.00
6866080,25.80,82.00
6876105,25.80,82.00
6886128,25.80,81.00
6896151,25.80,81.00
6906174,25.80,81.00
6916197,25.80,81.00
6926221,25.80,81.00
6936246,25.80,81.00
6946269,25.80,81.00
6956292,25.80,81.00
6966315,25.80,81.00
6976337,25.80,81.00
6986362,25.80,81.00
6996386,25.80,81.00
7006409,25.80,81.00
7016432,25.80,81.00
7026455,25.80,81.00
7036479,25.80,81.00
7046504,25.80,81.00
7056527,25.80,81.00
7066550,25.80,81.00
7076573,25.80,81.00
7086596,25.80,81.00
7096621,25.80,81.00
7106644,25.80,81.00
7116667,25.80,81.00
7126690,25.80,81.00
7136713,25.80,81.00
7146737,25.80,81.00
7156762,25.80,81.00
7166785,25.80,81.00
7176808,25.80,81.00
7186831,25.80,81.00
7196854,25.80,81.00
7206879,25.80,81.00
7216903,25.80,81.00
7226926,25.80,81.00
7236948,25.80,81.00
7246971,25.80,81.00
7256995,25.80,81.00
7267020,25.80,81.00
7277043,25.80,81.00
7287066,25.80,81.00
7297089,25.80,81.00
7307112,25.80,81.00
7317136,25.80,81.00
7327161,25.80,81.00
7337184,25.80,81.00
7347207,25.80,81.00
7357230,25.80,81.00
7367252,25.80,81.00
7377277,25.80,81.00
7387300,25.80,81.00
7397323,25.80,81.00
7407346,25.80,81.00
7417369,25.80,81.00
7427393,25.80,81.00
7437418,25.80,81.00
7447441,25.80,81.00
7457464,25.80,81.00
7467487,25.80,81.00
7477510,25.80,81.00
7487535,25.80,81.00
7497559,25.80,81.00
7507581,25.80,81.00
7517604,25.80,81.00
7527627,25.80,81.00
7537651,25.80,81.00
7547676,25.80,81.00
7557699,25.80,81.00
7567722,25.80,81.00
7577745,25.80,81.00
7587768,25.80,81.00
7597792,25.80,81.00
7607817,25.80,81.00
7617840,25.80,81.00
7627863,25.80,81.00
7637885,25.80,81.00
7647909,25.80,81.00
7657934,25.80,81.00
7667957,25.80,81.00
7677980,25.80,81.00
7688003,25.80,81.00
7698026,25.80,81.00
7708050,25.80,81.00
7718075,25.80,81.00
7728098,25.80,81.00
7738121,25.80,81.00
7748144,25.80,81.00
7758167,25.80,81.00
7768192,25.80,81.00
7778215,25.80,81.00
7788238,25.80,81.00
7798261,25.80,81.00
7808284,25.80,81.00
7818308,25.80,81.00
7828333,25.80,81.00
7838356,25.80,81.00
7848379,25.80,81.00
7858402,25.80,81.00
7868425,25.80,81.00
7878450,25.80,81.00
7888474,25.80,81.00
7898497,25.80,81.00
7908519,25.80,81.00
7918542,25.80,81.00
7928566,25.40,81.00
7938590,25.30,81.00
7948613,25.30,81.00
7958636,25.30,82.00
7968661,25.30,82.00
7978684,25.30,82.00
7988707,25.30,82.00
7998730,25.30,82.00
8008755,25.30,82.00
8018778,25.30,82.00
8028801,25.30,82.00
8038823,25.30,82.00
8048847,25.30,82.00
8058870,25.30,82.00
8068893,25.30,82.00
8078918,25.30,82.00
8088941,25.30,82.00
8098964,25.30,82.00
8108987,25.30,82.00
8119012,25.30,82.00
8129035,25.30,82.00
8139058,25.30,82.00
8149081,25.30,82.00
8159106,25.30,82.00
8169128,25.30,83.00
8179151,25.30,83.00
8189175,25.30,83.00
8199198,25.30,83.00
8209222,25.30,83.00
8219245,25.30,83.00
8229268,25.30,83.00
8239293,25.30,83.00
8249316,25.30,83.00
8259339,25.30,83.00
8269364,25.30,83.00
8279387,25.30,83.00
8289410,25.30,83.00
8299433,25.30,83.00
8309456,25.30,83.00
8319479,25.40,82.00
8329504,25.30,82.00
8339527,25.30,82.00
8349550,25.30,82.00
8359575,25.30,82.00
8369598,25.30,82.00
8379621,25.30,82.00
8389644,25.80,82.00
8399669,25.80,82.00
8409692,25.80,82.00
8419715,25.80,82.00
8429737,25.80,82.00
8439761,25.80,82.00
8449786,25.80,82.00
8459809,25.80,82.00
8469832,25.80,82.00
8479855,25.80,82.00
8489880,25.80,82.00
8499903,25.80,82.00
8509926,25.80,82.00
8519949,25.80,82.00
8529973,25.80,82.00
8539998,25.80,82.00
8550021,25.80,82.00
8560044,25.70,82.00
8570066,25.30,82.00
8580091,25.30,82.00
8590114,25.30,82.00
8600137,25.30,82.00
8610162,25.30,82.00
8620185,25.30,82.00
8630208,25.30,82.00
8640231,25.30,82.00
8650256,25.30,82.00
8660279,25.40,82.00
8670302,25.80,82.00
8680325,25.80,82.00
8690350,25.80,82.00
8700372,25.80,82.00
8710395,25.80,82.00
8720418,25.80,82.00
8730442,25.80,82.00
8740467,25.80,82.00
8750490,25.80,82.00
8760513,25.80,82.00
8770536,25.80,82.00
8780561,25.80,82.00
8790584,25.80,82.00
8800607,25.80,82.00
8810630,25.80,82.00
8820654,25.80,82.00
8830679,25.80,82.00
8840701,25.80,82.00
8850724,25.80,82.00
8860747,25.80,82.00
8870772,25.80,82.00
8880795,25.80,82.00
8890818,25.80,82.00
8900841,25.80,82.00
8910866,25.80,82.00
8920889,25.80,82.00
8930912,25.80,82.00
8940935,25.80,82.00
8950958,25.80,81.00
8960983,25.80,81.00
8971006,25.80,81.00
8981029,25.80,81.00
8991052,25.80,81.00
9001075,25.80,81.00
9011099,25.80,81.00
9021124,25.80,81.00
9031147,25.80,81.00
9041170,25.80,82.00
9051193,25.80,82.00
9061217,25.80,82.00
9071242,25.80,82.00
9081265,25.80,82.00
9091288,25.80,82.00
9101310,25.80,81.00
9111335,25.80,81.00
9121359,25.80,81.00
9131382,25.80,81.00
9141405,25.80,81.00
9151428,25.80,81.00
9161452,25.80,81.00
9171477,25.80,81.00
9181500,25.80,81.00
9191523,25.80,81.00
9201546,25.80,81.00
9211569,25.80,81.00
9221593,25.80,81.00
9231618,25.80,81.00
9241640,25.80,81.00
9251663,25.80,81.00
9261686,25.80,81.00
9271710,25.80,81.00
9281735,25.80,81.00
9291758,25.80,81.00
9301781,25.80,81.00
9311804,25.80,81.00
9321827,25.80,81.00
9331851,25.80,82.00
9341876,25.80,82.00
9351899,25.80,82.00
9361922,25.80,82.00
9371944,25.80,82.00
9381969,25.80,82.00
9391992,25.80,82.00
9402015,25.80,82.00
9412038,25.80,82.00
9422063,25.80,82.00
9432086,25.80,82.00
9442109,25.80,83.00
9452132,25.80,82.00
9462155,25.80,82.00
9472180,25.80,82.00
9482203,25.80,82.00
9492226,25.80,82.00
9502248,25.80,82.00
9512273,25.80,82.00
9522296,25.80,82.00
9532319,25.80,82.00
9542342,25.80,82.00
9552366,25.80,82.00
9562391,25.80,82.00
9572414,25.80,82.00
9582437,25.80,82.00
9592460,25.80,81.00
9602484,25.80,81.00
9612509,25.80,81.00
9622532,25.80,81.00
9632555,25.80,81.00
9642577,25.80,81.00
9652600,25.80,81.00
9662625,25.80,81.00
9672649,25.80,81.00
9682672,25.80,81.00
9692695,25.80,81.00
9702718,25.80,81.00
9712742,25.80,81.00
9722767,25.80,81.00
9732790,25.80,81.00
9742813,25.80,81.00
9752836,25.80,81.00
9762859,25.80,81.00
9772883,25.80,81.00
9782907,25.80,81.00
9792930,25.80,81.00
9802953,25.80,81.00
9812976,25.80,81.00
9823000,25.80,81.00
9833025,25.80,81.00
9843048,25.80,81.00
9853071,25.80,81.00
9863094,25.80,81.00
9873117,25.80,81.00
9883141,25.80,81.00
9893166,25.80,81.00
9903188,25.80,81.00
9913211,25.80,81.00
9923234,25.80,81.00
9933258,25.80,81.00
9943283,25.80,81.00
9953306,25.80,81.00
9963329,25.80,81.00
9973352,25.80,81.00
9983375,25.80,81.00
9993399,25.80,81.00
10003424,25.80,81.00
10013447,25.80,81.00
10023470,25.80,81.00
10033492,25.80,81.00
10043517,25.80,81.00
10053540,25.80,81.00
10063563,25.80,81.00
10073586,25.80,81.00
10083610,25.80,81.00
10093635,25.80,81.00
10103658,25.80,81.00
10113681,25.80,81.00
10123704,25.80,81.00
10133729,25.80,81.00
10143752,25.80,81.00
10153775,25.80,81.00
10163798,25.80,81.00
10173821,25.80,81.00
10183846,25.80,81.00
10193869,25.80,81.00
10203892,25.80,81.00
10213915,25.80,81.00
10223940,25.80,81.00
10233963,25.80,81.00
10243986,25.80,81.00
10254009,25.80,81.00
10264033,25.80,81.00
10274058,25.80,81.00
10284081,25.80,81.00
10294104,25.80,81.00
10304126,25.80,81.00
10314151,25.80,81.00
10324174,25.80,81.00
10334197,25.80,81.00
10344220,25.80,81.00
10354244,25.80,81.00
10364269,25.80,81.00
10374292,25.80,81.00
10384315,25.80,81.00
10394338,25.80,81.00
10404363,25.80,81.00
10414386,25.80,81.00
10424409,25.80,81.00
10434432,25.80,81.00
10444455,25.80,81.00
10454480,25.80,81.00
10464503,25.80,81.00
10474526,25.80,81.00
10484549,25.80,81.00
10494574,25.80,81.00
10504597,25.80,81.00
10514620,25.90,81.00
10524643,26.20,81.00
10534668,26.20,81.00
10544691,26.20,81.00
10554714,26.20,81.00
10564738,26.20,81.00
10574763,26.20,81.00
10584785,26.20,81.00
10594808,26.20,81.00
10604833,26.20,81.00
10614856,26.20,81.00
10624879,26.20,81.00
10634902,26.20,81.00
10644927,26.20,81.00
10654950,26.00,81.00
10664973,26.00,81.00
10674996,26.20,81.00
10685021,26.20,81.00
10695044,26.20,81.00
10705067,26.20,81.00
10715089,26.00,81.00
10725114,25.90,81.00
10735137,25.90,81.00
10745160,26.00,81.00
10755183,26.10,81.00
10765208,26.20,81.00
10775231,26.20,81.00
10785254,26.20,81.00
10795278,26.00,81.00
10805303,25.90,81.00
10815326,26.00,81.00
10825349,25.90,81.00
10835373,26.00,81.00
10845398,26.20,81.00
10855420,26.20,81.00
10865443,26.20,81.00
10875468,26.20,81.00
10885491,26.20,81.00
10895514,26.20,81.00
10905537,26.20,81.00
10915562,26.20,81.00
10925585,26.20,81.00
10935608,26.00,81.00
10945631,25.80,81.00
10955656,25.80,81.00
10965679,25.80,81.00
10975702,25.80,81.00
10985724,25.80,81.00
10995748,25.80,81.00
11005773,25.80,81.00
11015796,25.80,81.00
11025819,25.80,81.00
11035842,25.80,81.00
11045867,25.80,81.00
11055890,25.80,81.00
11065913,25.80,81.00
11075936,25.80,81.00
11085960,25.80,81.00
11095985,25.80,81.00
11106008,25.80,81.00
11116030,25.80,81.00
11126053,25.80,81.00
11136078,25.80,81.00
11146101,25.80,81.00
11156124,25.80,81.00
11166147,25.80,81.00
11176171,25.80,81.00
11186195,25.90,81.00
11196218,26.10,81.00
11206241,26.00,81.00
11216265,25.80,81.00
11226290,25.80,81.00
11236313,25.80,81.00
11246336,25.80,81.00
11256358,25.80,81.00
11266383,25.80,81.00
11276406,25.80,81.00
11286429,25.80,81.00
11296452,25.80,81.00
11306476,25.80,81.00
11316501,25.80,81.00
11326524,25.80,81.00
11336547,25.80,81.00
11346570,25.80,81.00
11356595,25.80,81.00
11366619,25.80,81.00
11376642,25.80,81.00
11386664,25.80,81.00
11396688,25.80,81.00
11406713,25.80,81.00
11416736,25.80,81.00
11426759,25.80,81.00
11436782,25.80,81.00
11446807,25.80,81.00
11456830,26.10,81.00
11466853,26.20,81.00
11476876,26.20,81.00
11486901,26.20,81.00
11496924,26.20,81.00
11506947,26.20,81.00
11516969,26.20,81.00
11526994,26.20,81.00
11537017,26.20,81.00
11547040,26.20,81.00
11557064,26.20,81.00
11567088,25.90,81.00
11577111,25.80,81.00
11587134,25.80,81.00
11597158,25.80,81.00
11607183,25.80,81.00
11617206,25.80,81.00
11627229,26.20,81.00
11637252,26.20,81.00
11647277,26.20,81.00
11657299,26.20,81.00
11667322,26.20,81.00
11677347,26.20,81.00
11687370,26.20,81.00
11697393,26.20,81.00
11707416,26.20,81.00
11717441,26.20,81.00
11727464,26.20,81.00
11737487,26.20,81.00
